X_true_mm,Y_true_mm,Z_true_mm,X_pred_mm,Y_pred_mm,Z_pred_mm,pos_err_mm,ang_err_deg
232.10577,-159.50403,302.51904,232.48186,-158.98857,303.4542,0.6536157,5.012762
11.33845,-171.32268,359.10883,11.163901,-172.52725,356.98343,1.4140695,1.3925034
121.07232,66.38206,389.89474,120.5398,64.06826,387.90906,1.7870072,1.7795603
15.647417,80.31226,364.52383,20.905151,80.05756,363.6525,3.0804694,3.7173111
159.84344,-199.01546,374.76935,160.30615,-199.75722,374.42606,0.54226565,2.5642307
32.30809,-118.85585,231.03769,32.38316,-123.115005,236.16772,3.8498182,4.900416
-188.62157,-200.70198,350.08438,-186.90344,-199.63065,351.31824,1.3689548,0.2912249
70.95328,206.91574,424.95117,73.20334,207.50404,424.60452,1.3575763,2.3573022
-163.62967,-245.80673,242.44113,-159.96646,-246.3341,245.08759,2.6268444,9.2184725
161.82707,-74.49421,478.6181,162.29816,-74.25524,479.4353,0.56179523,0.52165663
90.5308,-171.5895,219.03342,90.57586,-171.37468,217.71571,0.77125806,6.147172
219.90431,-16.502562,433.9976,220.92511,-16.45309,430.54642,2.078065,4.15706
64.54039,203.41867,316.0868,62.150524,198.88364,319.47214,3.5467618,36.526665
-137.41844,103.68819,288.0934,-136.34596,100.09015,291.30716,2.8533165,3.0257761
28.568773,-69.91312,454.86133,27.44362,-68.78126,457.71405,1.8872464,4.996244
135.88614,-156.67314,446.27014,134.84764,-155.27649,449.54132,2.1392934,2.2437203
105.94415,102.506065,382.1074,102.90421,103.31277,383.69412,2.0338566,4.640408
-78.85165,20.957935,314.36642,-78.157585,19.136465,315.99667,1.4671044,5.043533
77.675575,110.14499,436.8813,76.12405,111.43895,437.71436,1.2616893,1.653401
217.63452,-227.57236,245.20576,216.17656,-229.113,239.26787,3.6404154,1.7994428
92.40502,-163.42969,319.99277,92.04474,-163.39395,317.93494,1.2063372,2.8130605
-66.3493,-90.06335,326.38187,-68.682594,-88.221016,328.44208,2.0882952,2.9544177
205.37917,-16.731651,247.70589,203.4105,-12.691377,246.93422,2.6327999,4.5206437
163.8121,34.72301,320.97318,163.98831,33.678402,322.36237,1.0086473,5.5148497
177.59187,31.046997,310.29193,178.37614,29.890696,308.0938,1.503756,2.8378804
-196.5793,21.45783,243.01634,-197.7732,22.842754,240.43985,1.8240713,2.3146093
-104.58558,33.05817,244.48335,-100.06277,30.43378,245.9427,3.1343768,5.8187537
145.0639,-41.262188,489.6555,144.9108,-42.509445,487.8812,1.2552828,0.7694381
-112.59625,-110.593575,220.62706,-109.22995,-110.98323,219.57353,2.0488813,7.7304173
-213.14703,9.064771,237.16383,-211.43594,8.198797,238.09027,1.2296376,4.5828032
91.633,-189.06975,490.03442,89.93104,-185.67488,492.6308,2.6559975,0.5091645
149.63498,124.63568,485.098,147.87518,123.844475,485.55536,1.1448543,1.2005229
70.88391,226.46786,300.62286,72.87078,226.51474,299.0963,1.4468592,1.756748
-77.57833,-222.95175,230.83682,-74.75106,-217.78148,227.96951,3.7835894,1.2418971
29.88666,141.16357,382.59808,28.891254,141.60431,383.46643,0.80397046,1.9069607
-239.24002,-138.08354,331.42917,-240.4496,-136.81049,331.01285,1.0419656,20.037203
31.330828,-81.79432,485.6171,33.71595,-81.5265,484.5229,1.5229169,1.0495437
178.40059,-233.23091,238.50061,179.54234,-233.26079,236.14034,1.5138687,26.755762
-210.97339,234.5429,433.46503,-212.44395,233.16606,434.94562,1.4434192,2.640686
-58.3403,31.047802,207.45035,-60.677917,33.083477,207.78275,1.799899,4.682177
-167.56815,-209.20927,262.29587,-165.54013,-209.91525,262.7111,1.2627563,4.4886365
-59.996048,-89.22218,290.1586,-62.519135,-85.119095,292.58215,3.1131396,12.6166
